Country,Year,Production Mineral,Production Qty,Import Mineral Name,Import Qty,Access to electricity (% of pop),Central Govt Debt (% of GDP),Electricity from fossil (% of total),Electricity from nuclear (% of total),Electricity from renewables excl. hydro (% of total),FDI (% of GDP),FDI (US$),GDP (constant PPP),GDP (current US$),GDP growth (%),Population (Total),WGI Average,,,,
Brazil,2022,Titanium (TiO2),53000,Titanium (TiO2),0,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90E+12,1.95E+12,3.016694354,210306415,-0.300449841,,,,
Brazil,2022,Tungsten (W),302,Tungsten (W),0,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90E+12,1.95E+12,3.016694354,210306415,-0.300449841,,,,
Brazil,2022,Vanadium (V),7249,Vanadium (V),0,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90E+12,1.95E+12,3.016694354,210306415,-0.300449841,,,,
Brazil,2022,Zircon,6513,Zircon,0,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90E+12,1.95E+12,3.016694354,210306415,-0.300449841,,,,
Brazil,2023,Beryllium (conc.),10,Beryllium (conc.),0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Brazil,2023,Cadmium,100,Cadmium,0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Brazil,2023,Cobalt,165,Cobalt,0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Brazil,2023,Copper,376338,Copper,0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Brazil,2023,Graphite,56053,Graphite,0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Brazil,2023,Lithium (Li2O),15193,Lithium (Li2O),0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Brazil,2023,Nickel,72398,Nickel,0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Brazil,2023,Niobium (Nb2O5),109520,Niobium (Nb2O5),0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Brazil,2023,Phosphate Rock (P2O5),1776800,Phosphate Rock (P2O5),0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Brazil,2023,Potash (K2O),363275,Potash (K2O),0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Brazil,2023,Rare Earths (REO),1280,Rare Earths (REO),0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Brazil,2023,Tantalum (Ta2O5),380,Tantalum (Ta2O5),0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Brazil,2023,Tin,25121,Tin,0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Brazil,2023,Titanium (TiO2),79220,Titanium (TiO2),0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Brazil,2023,Tungsten (W),284,Tungsten (W),0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Brazil,2023,Vanadium (V),6508,Vanadium (V),0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Brazil,2023,Zircon,8397,Zircon,0,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.03E+12,2.19E+12,3.241655329,211140729,-0.280233741,,,,
Bulgaria,2019,Cadmium,315,Cadmium,0,99.2,27.03400814,44.58397326,37.39045984,10.28963773,3.236369503,0,1.93E+11,68634004792,3.788850365,6616726,0.2336354,,,,
Bulgaria,2019,Copper,114240,Copper,0,99.2,27.03400814,44.58397326,37.39045984,10.28963773,3.236369503,0,1.93E+11,68634004792,3.788850365,6616726,0.2336354,,,,
Bulgaria,2019,Tellurium,3,Tellurium,0,99.2,27.03400814,44.58397326,37.39045984,10.28963773,3.236369503,0,1.93E+11,68634004792,3.788850365,6616726,0.2336354,,,,
Bulgaria,2020,Cadmium,311,Cadmium,0,99.7,32.10343503,39.55930706,40.79354174,11.39878294,4.692600117,0,1.87E+11,70550652467,-3.215737434,6550696,0.076326326,,,,
Bulgaria,2020,Copper,107610,Copper,0,99.7,32.10343503,39.55930706,40.79354174,11.39878294,4.692600117,0,1.87E+11,70550652467,-3.215737434,6550696,0.076326326,,,,
Bulgaria,2020,Tellurium,4,Tellurium,0,99.7,32.10343503,39.55930706,40.79354174,11.39878294,4.692600117,0,1.87E+11,70550652467,-3.215737434,6550696,0.076326326,,,,
Bulgaria,2021,Cadmium,343,Cadmium,0,99.8,32.72139448,43.07097208,34.65775311,11.53969055,2.766480207,0,2.02E+11,84414122840,7.780614814,6507301,0.097063498,,,,
Bulgaria,2021,Copper,104020,Copper,0,99.8,32.72139448,43.07097208,34.65775311,11.53969055,2.766480207,0,2.02E+11,84414122840,7.780614814,6507301,0.097063498,,,,
Bulgaria,2021,Tellurium,3,Tellurium,0,99.8,32.72139448,43.07097208,34.65775311,11.53969055,2.766480207,0,2.02E+11,84414122840,7.780614814,6507301,0.097063498,,,,
Bulgaria,2022,Cadmium,315,Cadmium,0,100,30.15042175,48.19501376,32.59866532,0,5.591539794,0,2.10E+11,90509236929,4.038777583,6465097,0.064044328,,,,
Bulgaria,2022,Copper,121120,Copper,0,100,30.15042175,48.19501376,32.59866532,0,5.591539794,0,2.10E+11,90509236929,4.038777583,6465097,0.064044328,,,,
Bulgaria,2022,Tellurium,3,Tellurium,0,100,30.15042175,48.19501376,32.59866532,0,5.591539794,0,2.10E+11,90509236929,4.038777583,6465097,0.064044328,,,,
Bulgaria,2023,Cadmium,306,Cadmium,0,100,30.1482885,0,0,0,5.447316523,0,2.14E+11,1.02E+11,1.886814839,6446596,0.173546501,,,,
Bulgaria,2023,Copper,121130,Copper,0,100,30.1482885,0,0,0,5.447316523,0,2.14E+11,1.02E+11,1.886814839,6446596,0.173546501,,,,
Bulgaria,2023,Tellurium,1,Tellurium,0,100,30.1482885,0,0,0,5.447316523,0,2.14E+11,1.02E+11,1.886814839,6446596,0.173546501,,,,
Burundi,2019,Lithium (Li2O),0,Lithium (Li2O),0,9.8,0,22.58312457,0,2.388408107,1.175605937,0,10487292011,2576518880,1.812565324,12255336,-1.444349915,,,,
Burundi,2019,Niobium (Nb2O5),5,Niobium (Nb2O5),0,9.8,0,22.58312457,0,2.388408107,1.175605937,0,10487292011,2576518880,1.812565324,12255336,-1.444349915,,,,
Burundi,2019,Rare Earths (REO),195,Rare Earths (REO),0,9.8,0,22.58312457,0,2.388408107,1.175605937,0,10487292011,2576518880,1.812565324,12255336,-1.444349915,,,,
Burundi,2019,Tantalum (Ta2O5),8,Tantalum (Ta2O5),0,9.8,0,22.58312457,0,2.388408107,1.175605937,0,10487292011,2576518880,1.812565324,12255336,-1.444349915,,,,
Burundi,2019,Tin,143,Tin,0,9.8,0,22.58312457,0,2.388408107,1.175605937,0,10487292011,2576518880,1.812565324,12255336,-1.444349915,,,,
Burundi,2019,Tungsten (W),150,Tungsten (W),0,9.8,0,22.58312457,0,2.388408107,1.175605937,0,10487292011,2576518880,1.812565324,12255336,-1.444349915,,,,
Burundi,2020,Lithium (Li2O),0,Lithium (Li2O),0,9.1,0,29.71822829,0,2.22093521,0.801085827,0,10521601909,2649680261,0.327156893,12617036,-1.389545381,,,,
Burundi,2020,Niobium (Nb2O5),4,Niobium (Nb2O5),0,9.1,0,29.71822829,0,2.22093521,0.801085827,0,10521601909,2649680261,0.327156893,12617036,-1.389545381,,,,
Burundi,2020,Rare Earths (REO),296,Rare Earths (REO),0,9.1,0,29.71822829,0,2.22093521,0.801085827,0,10521601909,2649680261,0.327156893,12617036,-1.389545381,,,,
Burundi,2020,Tantalum (Ta2O5),6,Tantalum (Ta2O5),0,9.1,0,29.71822829,0,2.22093521,0.801085827,0,10521601909,2649680261,0.327156893,12617036,-1.389545381,,,,
Burundi,2020,Tin,121,Tin,0,9.1,0,29.71822829,0,2.22093521,0.801085827,0,10521601909,2649680261,0.327156893,12617036,-1.389545381,,,,
Burundi,2020,Tungsten (W),166,Tungsten (W),0,9.1,0,29.71822829,0,2.22093521,0.801085827,0,10521601909,2649680261,0.327156893,12617036,-1.389545381,,,,
Burundi,2021,Lithium (Li2O),0,Lithium (Li2O),0,10.2,0,38.69581506,0,1.738766335,0.806162274,0,10847771569,2775798697,3.099999999,12965481,-1.322975099,,,,
Burundi,2021,Niobium (Nb2O5),10,Niobium (Nb2O5),0,10.2,0,38.69581506,0,1.738766335,0.806162274,0,10847771569,2775798697,3.099999999,12965481,-1.322975099,,,,
Burundi,2021,Rare Earths (REO),134,Rare Earths (REO),0,10.2,0,38.69581506,0,1.738766335,0.806162274,0,10847771569,2775798697,3.099999999,12965481,-1.322975099,,,,
Burundi,2021,Tantalum (Ta2O5),15,Tantalum (Ta2O5),0,10.2,0,38.69581506,0,1.738766335,0.806162274,0,10847771569,2775798697,3.099999999,12965481,-1.322975099,,,,
Burundi,2021,Tin,100,Tin,0,10.2,0,38.69581506,0,1.738766335,0.806162274,0,10847771569,2775798697,3.099999999,12965481,-1.322975099,,,,
Burundi,2021,Tungsten (W),120,Tungsten (W),0,10.2,0,38.69581506,0,1.738766335,0.806162274,0,10847771569,2775798697,3.099999999,12965481,-1.322975099,,,,
Burundi,2022,Lithium (Li2O),0,Lithium (Li2O),0,10.3,0,0,0,0,0.757355123,0,11048346804,3338722828,1.848999439,13321097,-1.265769859,,,,
Burundi,2022,Niobium (Nb2O5),3,Niobium (Nb2O5),0,10.3,0,0,0,0,0.757355123,0,11048346804,3338722828,1.848999439,13321097,-1.265769859,,,,
Burundi,2022,Rare Earths (REO),0,Rare Earths (REO),0,10.3,0,0,0,0,0.757355123,0,11048346804,3338722828,1.848999439,13321097,-1.265769859,,,,
Burundi,2022,Tantalum (Ta2O5),5,Tantalum (Ta2O5),0,10.3,0,0,0,0,0.757355123,0,11048346804,3338722828,1.848999439,13321097,-1.265769859,,,,
Burundi,2022,Tin,80,Tin,0,10.3,0,0,0,0,0.757355123,0,11048346804,3338722828,1.848999439,13321097,-1.265769859,,,,
Burundi,2022,Tungsten (W),95,Tungsten (W),0,10.3,0,0,0,0,0.757355123,0,11048346804,3338722828,1.848999439,13321097,-1.265769859,,,,
Burundi,2023,Lithium (Li2O),13,Lithium (Li2O),0,11.6,0,0,0,0,1.297942214,0,11342844864,2629391600,2.665539604,13689450,-1.255374531,,,,
Burundi,2023,Niobium (Nb2O5),1,Niobium (Nb2O5),0,11.6,0,0,0,0,1.297942214,0,11342844864,2629391600,2.665539604,13689450,-1.255374531,,,,
Burundi,2023,Rare Earths (REO),0,Rare Earths (REO),0,11.6,0,0,0,0,1.297942214,0,11342844864,2629391600,2.665539604,13689450,-1.255374531,,,,
Burundi,2023,Tantalum (Ta2O5),2,Tantalum (Ta2O5),0,11.6,0,0,0,0,1.297942214,0,11342844864,2629391600,2.665539604,13689450,-1.255374531,,,,
Burundi,2023,Tin,70,Tin,0,11.6,0,0,0,0,1.297942214,0,11342844864,2629391600,2.665539604,13689450,-1.255374531,,,,
Burundi,2023,Tungsten (W),69,Tungsten (W),0,11.6,0,0,0,0,1.297942214,0,11342844864,2629391600,2.665539604,13689450,-1.255374531,,,,
Canada,2019,Antimony,2,Antimony,0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Bismuth,4,Bismuth,0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Bismuth & Scrap,0,Bismuth & Scrap,0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Cadmium,1803,Cadmium,0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Cobalt,5039,Cobalt,0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Copper,557242,Copper,0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Graphite,4332,Graphite,0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Indium,61,Indium,0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Lithium (Li2O),1200,Lithium (Li2O),0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Molybdenum,4385,Molybdenum,0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Nickel,176021,Nickel,0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Niobium (Nb2O5),6800,Niobium (Nb2O5),0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Palladium,21928,Palladium,0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Platinum,9633,Platinum,0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Potash (K2O),12820345,Potash (K2O),0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Selenium,102,Selenium,0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Tellurium,13,Tellurium,0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Titanium (TiO2),550000,Titanium (TiO2),0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2019,Zirconium & Scrap,0,Zirconium & Scrap,0,100,53.36232469,18.61226505,15.51832274,7.371575172,2.80676687,0,2.17E+12,1.74E+12,1.908431946,37618495,1.547037989,,,,
Canada,2020,Antimony,2,Antimony,0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Bismuth,4,Bismuth,0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Bismuth & Scrap,0,Bismuth & Scrap,0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Cadmium,1800,Cadmium,0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Cobalt,4069,Cobalt,0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Copper,581713,Copper,0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Graphite,16239,Graphite,0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Indium,61,Indium,0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Lithium (Li2O),0,Lithium (Li2O),0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Molybdenum,3979,Molybdenum,0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Nickel,168214,Nickel,0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Niobium (Nb2O5),6400,Niobium (Nb2O5),0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Palladium,10897,Palladium,0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Platinum,4860,Platinum,0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Potash (K2O),13732918,Potash (K2O),0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Selenium,102,Selenium,0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Tellurium,23,Tellurium,0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Titanium (TiO2),480000,Titanium (TiO2),0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2020,Zirconium & Scrap,0,Zirconium & Scrap,0,100,74.5540471,17.85980171,15.07299724,7.762988842,1.758970857,0,2.06E+12,1.66E+12,-5.038233435,38028638,1.476761639,,,,
Canada,2021,Antimony,2,Antimony,0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Bismuth,0,Bismuth,0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Bismuth & Scrap,0,Bismuth & Scrap,34,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Cadmium,1800,Cadmium,0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Cobalt,3953,Cobalt,0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Copper,509350,Copper,0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Graphite,9290,Graphite,0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Indium,44,Indium,0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Lithium (Li2O),2150,Lithium (Li2O),0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Molybdenum,1871,Molybdenum,0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Nickel,159145,Nickel,0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Niobium (Nb2O5),7650,Niobium (Nb2O5),0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Palladium,15433,Palladium,0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Platinum,4255,Platinum,0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Potash (K2O),14275819,Potash (K2O),0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Selenium,57,Selenium,0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Tellurium,25,Tellurium,0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Titanium (TiO2),440000,Titanium (TiO2),0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2021,Zirconium & Scrap,0,Zirconium & Scrap,0,100,70.55008766,18.0514946,14.3680131,7.728998013,2.976182882,0,2.18E+12,2.02E+12,5.950528028,38239864,1.465346028,,,,
Canada,2022,Antimony,2,Antimony,0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Bismuth,0,Bismuth,0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Bismuth & Scrap,0,Bismuth & Scrap,0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Cadmium,1800,Cadmium,0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Cobalt,3534,Cobalt,0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Copper,509059,Copper,0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Graphite,13000,Graphite,0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Indium,39,Indium,0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Lithium (Li2O),6690,Lithium (Li2O),0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Molybdenum,1146,Molybdenum,0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Nickel,122115,Nickel,0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Niobium (Nb2O5),6800,Niobium (Nb2O5),0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Palladium,14591,Palladium,0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Platinum,4469,Platinum,0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Potash (K2O),14393181,Potash (K2O),0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Selenium,110,Selenium,0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Tellurium,24,Tellurium,0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Titanium (TiO2),540000,Titanium (TiO2),0,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2022,Zirconium & Scrap,0,Zirconium & Scrap,1,100,60.60674725,17.52496119,13.3943692,0,2.293173242,0,2.27E+12,2.19E+12,4.189036281,38935934,1.44793583,,,,
Canada,2023,Antimony,0,Antimony,0,100,61.34466786,18.83057729,14.30109843,0,1.936017766,0,2.31E+12,2.17E+12,1.528745508,40083484,1.434681187,,,,
Canada,2023,Bismuth,0,Bismuth,0,100,61.34466786,18.83057729,14.30109843,0,1.936017766,0,2.31E+12,2.17E+12,1.528745508,40083484,1.434681187,,,,
Canada,2023,Bismuth & Scrap,0,Bismuth & Scrap,0,100,61.34466786,18.83057729,14.30109843,0,1.936017766,0,2.31E+12,2.17E+12,1.528745508,40083484,1.434681187,,,,
Canada,2023,Cadmium,1800,Cadmium,0,100,61.34466786,18.83057729,14.30109843,0,1.936017766,0,2.31E+12,2.17E+12,1.528745508,40083484,1.434681187,,,,
Canada,2023,Cobalt,3260,Cobalt,0,100,61.34466786,18.83057729,14.30109843,0,1.936017766,0,2.31E+12,2.17E+12,1.528745508,40083484,1.434681187,,,,
Canada,2023,Copper,484552,Copper,0,100,61.34466786,18.83057729,14.30109843,0,1.936017766,0,2.31E+12,2.17E+12,1.528745508,40083484,1.434681187,,,,
Canada,2023,Graphite,4261,Graphite,0,100,61.34466786,18.83057729,14.30109843,0,1.936017766,0,2.31E+12,2.17E+12,1.528745508,40083484,1.434681187,,,,
Canada,2023,Indium,40,Indium,0,100,61.34466786,18.83057729,14.30109843,0,1.936017766,0,2.31E+12,2.17E+12,1.528745508,40083484,1.434681187,,,,
Canada,2023,Lithium (Li2O),5436,Lithium (Li2O),0,100,61.34466786,18.83057729,14.30109843,0,1.936017766,0,2.31E+12,2.17E+12,1.528745508,40083484,1.434681187,,,,
